Uni, Yr_12, emppoprati, NAME_2006, Cert, median06, SSC2006
0.051672,0.661094,0.684451,"Koondrook",0.287234,26665.97341,25903
0.143552,0.523114,0.759124,"Koonwarra",0.333333,31866.78424,25905
0.080614,0.692898,0.710983,"Koorlong",0.226488,30267.64705,25907
0.125677,0.588299,0.708874,"Koroit",0.286024,31416.51504,25909
0.0,0.904762,0.0,"Korong Vale",0.095238,13271.9416,25911
0.107143,0.591837,0.0,"Koroop",0.30102,26842.00366,25913
0.114989,0.583893,0.671147,"Korumburra",0.301119,28503.04669,25915
0.172619,0.514881,0.642857,"Korweinguboora",0.3125,27587.10869,25917
0.086957,0.582609,0.769565,"Koyuga",0.330435,34184.06605,25919
0.091789,0.609898,0.716971,"Kurunjang",0.298314,36723.99751,25921
0.105691,0.626016,0.752066,"Ky Valley",0.268293,31366.32479,25923
0.106328,0.594356,0.68709,"Kyabram",0.299316,31531.30775,25925
0.13392,0.580971,0.68577,"Kyneton",0.285109,30982.2478,25927
0.184211,0.535088,0.0,"Laanecoorie",0.280702,21991.59864,25929
0.075829,0.672986,0.780952,"Laang",0.251185,34213.01303,25931
0.096601,0.59034,0.675,"Labertouche",0.313059,32394.29554,25933
0.159259,0.548148,0.831461,"Laceby",0.292593,36485.68745,25935
0.119403,0.529851,0.0,"Laharum",0.350746,32823.55806,25937
0.103175,0.626984,0.69657,"Lake Boga",0.269841,28868.13642,25939
0.185874,0.494424,0.825758,"Lake Bolac",0.319703,33631.60989,25941
0.098859,0.56654,0.628352,"Lake Bunga",0.334601,27184.68661,25943
0.107843,0.558824,0.0,"Lake Charm",0.333333,27636.25948,25945
0.0,0.0,0.0,"Lake Eildon",0.0,0.0,25947
0.123377,0.623377,0.0,"Lake Rowan",0.253247,24826.47275,25949
0.14511,0.507886,0.0,"Lake Tyers Beach",0.347003,26558.82246,25951
0.065228,0.668339,0.537418,"Lakes Entrance",0.266433,22366.30804,25953
0.165816,0.538265,0.65995,"Lal Lal",0.295918,32001.46386,25955
0.071429,0.714286,0.0,"Lalbert",0.214286,28192.04147,25957
0.080292,0.572993,0.789286,"Lancaster",0.346715,35463.52251,25959
0.141679,0.548726,0.698042,"Lancefield",0.309595,33249.35878,25961
0.177305,0.588652,0.0,"Landsborough",0.234043,25118.39864,25963
0.056604,0.698113,0.0,"Landsborough West",0.245283,26030.66706,25965
0.062016,0.673127,0.683463,"Lang Lang",0.264858,29489.52307,25967
0.075,0.558333,0.0,"Langkoop",0.366667,30956.91652,25969
0.087866,0.615063,0.0,"Langsborough",0.297071,25829.96801,25971
0.125596,0.56764,0.692815,"Lara",0.306764,38889.74204,25973
0.035714,0.642857,0.0,"Larpent",0.321429,34727.62599,25975
0.046875,0.65625,0.0,"Lascelles",0.296875,16497.46209,25977
0.115385,0.542657,0.743733,"Launching Place",0.341958,32755.2847,25979
0.281346,0.397554,0.732733,"Lauriston",0.321101,37570.86256,25981
0.231343,0.477612,0.0,"Lavers Hill",0.291045,27034.16232,25983
0.077889,0.713568,0.545,"Laverton North - Bal",0.208543,30370.10603,25985
0.127451,0.624183,0.673139,"Learmonth",0.248366,29829.61341,25987
0.100457,0.639269,0.78458,"Leitchville",0.260274,30941.38855,25989
0.083333,0.692708,0.747423,"Lemnos",0.223958,32973.76941,25991
0.205993,0.441948,0.813688,"Leneva",0.35206,42900.23604,25993
0.131624,0.56453,0.727273,"Leongatha",0.303846,34449.53941,25995
0.154867,0.550885,0.788546,"Leongatha South",0.294248,33657.23104,25997
0.130285,0.506687,0.74973,"Leopold",0.363028,37527.85562,25999
0.131373,0.527451,0.724409,"Lethbridge",0.341176,34082.2408,26001
0.04878,0.707317,0.0,"Lexton",0.243902,19983.28773,26003
0.0,0.0,0.0,"Licola",0.0,54128.53436,26005
0.143293,0.533537,0.712991,"Lilydale - Bal",0.323171,35537.46427,26007
0.18125,0.55,0.0,"Limestone",0.26875,35262.82346,26009
0.063694,0.605096,0.0,"Lindenow",0.33121,30044.6481,26011
0.067376,0.631206,0.691781,"Lindenow South",0.301418,27692.70609,26013
0.0,0.0,0.0,"Linga",0.0,22792.11417,26015
0.088652,0.56383,0.529617,"Linton",0.347518,25046.10567,26017
0.076046,0.695817,0.0,"Lismore",0.228137,20465.82971,26019
0.131446,0.560162,0.708758,"Little River",0.308392,39354.85413,26021
0.104513,0.570071,0.767773,"Loch",0.325416,33686.96424,26023
0.052632,0.679426,0.290865,"Loch Sport",0.267943,14476.13592,26025
0.083544,0.632911,0.727273,"Lockington",0.283544,28202.93916,26027
0.125581,0.523256,0.723005,"Lockwood",0.351163,31194.72132,26029
0.165121,0.480519,0.744954,"Lockwood South",0.35436,35003.09527,26031
0.161224,0.502041,0.722672,"Long Forest",0.336735,38594.42773,26033
0.135084,0.500938,0.698113,"Longford",0.363977,36855.25528,26035
0.180301,0.492487,0.698653,"Longlea",0.327212,32801.2375,26037
0.084243,0.630265,0.667712,"Longwarry",0.285491,30868.02883,26039
0.125,0.572917,0.0,"Longwood",0.302083,28798.92985,26041
0.212963,0.52963,0.659341,"Lorne",0.257407,34605.9902,26043
0.128378,0.550676,0.659794,"Lovely Banks - Bal",0.320946,36359.3256,26045
0.12709,0.531773,0.784247,"Lower Norton",0.341137,33055.13389,26047
0.135802,0.530864,0.0,"Lubeck",0.333333,31764.92569,26049
0.109948,0.588133,0.702962,"Lucknow",0.30192,31076.81466,26051
0.164706,0.508824,0.727536,"Lurg",0.326471,30216.67586,26053
0.268657,0.41791,0.0,"Lyndhurst - Bal",0.313433,49780.0549,26055
0.19,0.43,0.0,"Lyonville",0.38,19507.94787,26057
0.0,0.0,0.0,"Lysterfield - Bal",0.0,44344.45557,26059
0.08076,0.643705,0.765116,"Macarthur",0.275534,33222.3831,26061
0.173701,0.483766,0.768608,"Macclesfield",0.342532,39547.62732,26063
0.264565,0.422159,0.737192,"Macedon",0.313276,42869.31754,26065
0.072727,0.630303,0.0,"Macs Cove",0.29697,24297.35707,26067
0.11655,0.574592,0.724739,"Maddingley",0.308858,35198.59976,26069
0.120833,0.5625,0.703718,"Maffra",0.316667,32734.5729,26071
0.169451,0.486874,0.742317,"Magpie",0.343675,35357.27007,26073
0.075949,0.551899,0.812658,"Mailer Flat",0.372152,32485.58252,26075
0.313501,0.405034,0.736111,"Main Ridge",0.281465,43495.75479,26077
0.095477,0.643216,0.0,"Majorca",0.261307,27111.35427,26079
0.168578,0.559633,0.614943,"Maldon",0.271789,23213.95967,26081
0.138544,0.543517,0.568142,"Mallacoota",0.31794,21556.75069,26083
0.194969,0.515723,0.676923,"Malmsbury",0.289308,31734.74539,26085
0.104545,0.713636,0.0,"Manangatang",0.181818,28181.01405,26087
0.325497,0.396022,0.736462,"Mandurang",0.278481,41643.87273,26089
0.0625,0.7125,0.0,"Manns Beach",0.225,20072.41395,26091
0.132463,0.536847,0.739944,"Mansfield",0.33069,31891.99165,26093
0.22561,0.481707,0.756098,"Marcus Hill",0.292683,36788.13626,26095
0.153153,0.486486,0.0,"Marengo",0.36036,28212.1785,26097
0.2,0.488889,0.0,"Markwood",0.311111,30207.37707,26099
0.173184,0.480447,0.0,"Marlo",0.346369,24987.03199,26101
0.035714,0.6875,0.0,"Marnoo",0.276786,21953.96757,26103
0.09009,0.509009,0.704545,"Marong",0.400901,30813.28277,26105
0.131579,0.480263,0.724026,"Marshall - Bal",0.388158,34058.62915,26107
0.074822,0.656899,0.565007,"Maryborough",0.268279,24433.03438,26109
0.167969,0.457031,0.789063,"Maryknoll",0.375,40133.8437,26111
0.138298,0.570922,0.724739,"Marysville",0.29078,28445.32753,26113
0.233333,0.416667,0.0,"McKenzie Hill",0.35,34058.62915,26115
0.091463,0.676829,0.0,"McLoughlins Beach",0.231707,27894.30112,26117
0.153409,0.568182,0.0,"McMahons Creek",0.278409,17142.56618,26119
0.208333,0.525,0.0,"Meadow Creek",0.266667,30044.6481,26121
0.105647,0.584699,0.683544,"Meeniyan",0.309654,30232.80347,26123
0.0,0.0,0.0,"Melbourne Airport - Bal",0.0,0.0,26125
0.072283,0.662263,0.595214,"Melton",0.265454,29854.87536,26127
0.058678,0.680873,0.622149,"Melton South",0.260449,30791.93181,26129
0.088204,0.621882,0.710775,"Melton West",0.289914,37873.31791,26131
0.147287,0.573643,0.0,"Melville Forest",0.27907,27034.16232,26133
0.225594,0.439314,0.739418,"Menzies Creek - Bal",0.335092,42593.02809,26135
0.054364,0.714395,0.649123,"Merbein",0.23124,26083.4826,26137
0.074627,0.671642,0.761905,"Merbein South",0.253731,25820.98148,26139
0.144838,0.539291,0.686154,"Meredith",0.315871,32881.45201,26141
0.063291,0.64557,0.0,"Meringur",0.291139,29668.33738,26143
0.053659,0.687805,0.0,"Merino",0.258537,28840.45379,26145
0.058568,0.635575,0.69281,"Mernda",0.305857,33178.85248,26147
0.307985,0.391635,0.697674,"Merricks North",0.30038,42922.83728,26149
0.071848,0.692082,0.724891,"Merrigum",0.23607,28125.46342,26151
0.257235,0.466238,0.0,"Merrijig (Mount Buller)",0.276527,31828.63968,26153
0.209877,0.472222,0.735202,"Metcalfe",0.317901,33566.34845,26155
0.169518,0.48367,0.628264,"Metung",0.346812,29336.29851,26157
0.100424,0.612447,0.755714,"Mickleham",0.287129,38233.16943,26159
0.145833,0.614583,0.0,"Miepoll",0.239583,29542.90047,26161
0.126984,0.542857,0.789809,"Milawa",0.330159,33499.30392,26163
0.123772,0.618583,0.661326,"Mildura",0.257644,31740.85895,26165
0.124567,0.546713,0.679443,"Millbrook",0.32872,31926.20172,26167
0.078478,0.652794,0.565993,"Millgrove",0.268728,26291.85076,26169
0.104478,0.552239,0.0,"Mincha",0.343284,24023.67654,26171
0.129496,0.545735,0.768916,"Miners Rest",0.324769,36178.51289,26173
0.105263,0.596491,0.0,"Minimay",0.298246,33749.86137,26175
0.095745,0.592199,0.0,"Minyip",0.312057,23689.17812,26177
0.161566,0.512456,0.687943,"Mirboo North",0.325979,30875.12694,26179
0.0,0.0,0.0,"Mitchellstown",0.0,0.0,26181
0.0,0.0,0.0,"Mitiamo",0.0,21201.34612,26183
0.0,0.0,0.0,"Mitre",0.0,37570.86256,26185
0.134831,0.58427,0.0,"Mitta Mitta",0.280899,24883.81534,26187
0.059227,0.654471,0.528362,"Moe",0.286302,23645.22769,26189
0.188636,0.468182,0.710046,"Moe South",0.343182,36382.51291,26191
0.37037,0.259259,0.0,"Moggs Creek",0.37037,34259.3282,26193
0.164706,0.461176,0.77381,"Monbulk - Bal",0.374118,34345.34208,26195
0.080537,0.560403,0.633333,"Moolap - Bal",0.35906,28001.81847,26197
0.090909,0.623377,0.0,"Moonambel",0.285714,19507.94787,26199
0.0,0.0,0.0,"Moondarra",0.0,22016.68602,26201
0.196356,0.524291,0.773092,"Moorooduc",0.279352,36722.45293,26203
0.082883,0.640119,0.676463,"Mooroopna",0.276998,31581.5581,26205
0.173502,0.460568,0.785714,"Moriac",0.365931,39320.19889,26207
0.198758,0.52795,0.787879,"Mornington - Bal",0.273292,34788.44388,26209
0.115479,0.640049,0.679755,"Mortlake",0.244472,31519.17175,26211
0.070211,0.648079,0.549524,"Morwell",0.28171,25360.38984,26213
0.162037,0.555556,0.664352,"Mount Beauty",0.282407,28192.04147,26215
0.208054,0.449664,0.785714,"Mount Buller",0.342282,42086.59123,26217
0.149533,0.523364,0.0,"Mount Bute",0.327103,27034.16232,26219
0.063694,0.605096,0.0,"Mount Camel",0.33121,23407.89536,26221
0.061947,0.713864,0.586006,"Mount Cottrell",0.224189,24163.69913,26223
0.225,0.435714,0.781139,"Mount Duneed",0.339286,40131.73033,26225
0.138756,0.5311,0.0,"Mount Eccles",0.330144,32763.79655,26227
0.139269,0.56621,0.643021,"Mount Egerton",0.294521,34481.15347,26229
0.307296,0.409727,0.75829,"Mount Helen",0.282977,41077.29542,26231
0.332305,0.394033,0.714727,"Mount Macedon",0.273663,47185.98552,26233
0.216667,0.446667,0.792079,"Mount Martha - Bal",0.336667,43968.14485,26235
0.129754,0.530201,0.751693,"Mount Taylor",0.340045,32423.30354,26237
0.113793,0.558621,0.758741,"Moyhu",0.327586,28639.75474,26239
0.14497,0.514793,0.727811,"Moyston",0.340237,33771.91622,26241
0.165329,0.521669,0.677316,"Muckleford",0.313002,28515.51247,26243
0.172093,0.502326,0.78733,"Mudgegonga",0.325581,32343.56452,26245
0.064748,0.76259,0.0,"Mumbannar",0.172662,37992.33057,26247
0.081564,0.668156,0.576027,"Murchison",0.250279,29597.14346,26249
0.08658,0.593074,0.731915,"Murrabit",0.320346,27937.30806,26251
0.0,0.0,0.0,"Murray-Sunset",0.0,0.0,26253
0.097143,0.588571,0.0,"Murraydale",0.314286,33995.91069,26255
0.085366,0.727642,0.0,"Murrayville",0.186992,26068.53481,26257
0.112051,0.634249,0.630802,"Murtoa",0.2537,25597.33956,26259
0.189655,0.568966,0.0,"Musk",0.241379,27855.2039,26261
0.153846,0.56044,0.680147,"Myers Flat - Bal",0.285714,29700.59259,26263
0.128,0.544,0.0,"Myrniong",0.328,34481.15347,26265
0.2,0.533333,0.0,"Myrrhee",0.266667,28915.71594,26267
0.091875,0.633125,0.66354,"Myrtleford",0.275,30005.80313,26269
0.054545,0.727273,0.0,"Mysia",0.218182,21514.93839,26271
0.111842,0.552632,0.0,"Mystic Park",0.335526,23647.36582,26273
0.068588,0.624254,0.673248,"Nagambie",0.307157,29726.07818,26275
0.051502,0.643777,0.740586,"Nalangil",0.304721,29041.15284,26277
0.063492,0.656085,0.0,"Nambrok",0.280423,34830.54858,26279
0.081967,0.688525,0.0,"Nandaly",0.229508,24692.67338,26281
0.025316,0.742616,0.0,"Nangiloc",0.232068,30865.68968,26283
0.076655,0.641115,0.769231,"Nanneella",0.28223,32302.51244,26285
0.195876,0.453608,0.717884,"Napoleons",0.350515,30439.46591,26287
0.10582,0.594356,0.742908,"Nar Nar Goon",0.299824,35195.92378,26289
0.14897,0.524564,0.725397,"Nar Nar Goon North",0.326466,38506.55409,26291
0.126582,0.56962,0.0,"Narbethong",0.303797,20583.12136,26293
0.114943,0.597701,0.0,"Nareen",0.287356,36467.01777,26295
0.045455,0.651515,0.0,"Nariel Valley",0.30303,27335.2109,26297
0.155556,0.539683,0.726688,"Narracan",0.304762,30646.74526,26299
0.122449,0.581633,0.0,"Narrawong",0.295918,45982.51401,26301
0.182796,0.516129,0.718861,"Narre Warren East - Bal",0.301075,41943.23477,26303
0.168103,0.573276,0.753247,"Narre Warren North - Bal",0.258621,38000.93196,26305
0.1,0.6,0.647676,"Nathalia",0.3,30089.24789,26307
0.188725,0.534314,0.73399,"Natimuk",0.276961,33013.89435,26309
0.054945,0.648352,0.0,"Natte Yallock",0.296703,22443.1715,26311
0.091954,0.597701,0.0,"Navarre",0.310345,24023.67654,26313
0.290155,0.46114,0.742105,"Navigators",0.248705,33891.37994,26315
0.181818,0.578512,0.0,"Neerim Junction",0.239669,23441.00187,26317
0.151807,0.510843,0.729892,"Neerim South",0.337349,31488.27287,26319
0.069106,0.662602,0.670683,"Neilborough",0.268293,29041.15284,26321
0.094595,0.608108,0.0,"Nelson",0.297297,28886.76896,26323
0.113095,0.541667,0.0,"Nerrena",0.345238,29569.30824,26325
0.199157,0.406744,0.779894,"New Gisborne",0.394099,43562.31956,26327
0.073912,0.569997,0.616948,"Newborough",0.356091,29318.43443,26329
0.115385,0.584615,0.0,"Newbridge",0.3,24346.22859,26331
0.250737,0.474926,0.776119,"Newham",0.274336,42878.82433,26333
0.158163,0.515306,0.626263,"Newhaven",0.326531,32453.03673,26335
0.100418,0.543933,0.0,"Newlands Arm",0.355649,19906.39451,26337
0.101604,0.631016,0.0,"Newmerella",0.26738,27211.24972,26339
0.164,0.54,0.662745,"Newstead",0.296,26618.9229,26341
0.112104,0.620634,0.770545,"Nhill",0.267262,31128.00631,26343
0.119192,0.513131,0.767677,"Nichols Point",0.367677,33715.97223,26345
0.120192,0.520433,0.700483,"Nicholson",0.359375,30436.54566,26347
0.081818,0.618182,0.0,"Nilma",0.3,32302.51244,26349
0.152074,0.516129,0.769585,"Nilma North",0.331797,36842.51922,26351
0.062069,0.751724,0.835714,"Nirranda South",0.186207,36773.96926,26353
0.135714,0.528571,0.0,"Noojee",0.335714,29292.02666,26355
0.15748,0.527559,0.0,"Noorat",0.314961,41769.69799,26357
0.126214,0.640777,0.0,"Noorinbee",0.23301,21632.99665,26359
0.21547,0.469613,0.0,"Norong",0.314917,39076.10545,26361
0.142857,0.521905,0.735238,"North Wangaratta",0.335238,33276.95915,26363
0.395631,0.322816,0.743902,"North Warrandyte - Bal",0.281553,56317.97857,26365
0.074807,0.640585,0.647009,"North Wonthaggi",0.284609,27371.43666,26367
0.094595,0.621622,0.0,"Nowa Nowa",0.283784,19056.375,26369
0.089744,0.673077,0.808442,"Nullawarre",0.237179,35829.50314,26371
0.065421,0.672897,0.0,"Nullawil",0.261682,21884.64717,26373
0.090625,0.6125,0.689485,"Numurkah",0.296875,31098.6791,26375
0.09417,0.609865,0.623894,"Nungurner",0.295964,22701.99986,26377
0.051546,0.680412,0.0,"Nurcoung",0.268041,31549.891,26379
0.15942,0.550725,0.0,"Nurrabiel",0.289855,34560.37678,26381
0.051576,0.687679,0.660057,"Nyah",0.260745,27322.83904,26383
0.012397,0.764463,0.532258,"Nyah West",0.22314,22117.03555,26385
0.081747,0.606943,0.715556,"Nyora",0.31131,33453.58053,26387
0.230679,0.435988,0.736931,"Ocean Grove",0.333333,38147.04163,26389
0.137313,0.525373,0.766021,"Officer - Bal",0.337313,39936.24425,26391
0.363158,0.357895,0.77957,"Olinda - Bal",0.278947,36065.61967,26393
0.0,0.0,0.0,"Ombersley",0.0,32553.38626,26395
0.109804,0.576471,0.74031,"Omeo",0.313725,29601.92961,26397
0.084951,0.66343,0.569243,"Orbost",0.251618,22324.90242,26399
0.108571,0.637143,0.6875,"Orrvale",0.254286,31279.71919,26401
0.084548,0.661808,0.75549,"Ouyen",0.253644,29369.88405,26403
0.166667,0.552083,0.0,"Ovens",0.28125,35139.31635,26405
0.135802,0.518519,0.0,"Oxley",0.345679,29877.39889,26407
0.088179,0.595936,0.712528,"Pakenham",0.315884,36506.90827,26409
0.182093,0.486922,0.762525,"Pakenham Upper",0.330986,41295.51468,26411
0.09375,0.629464,0.762332,"Panmure",0.276786,34970.89757,26413
0.276596,0.393617,0.777908,"Panton Hill - Bal",0.329787,43640.39035,26415
0.063158,0.763158,0.0,"Patchewollock",0.173684,22807.90344,26417
0.16092,0.597701,0.0,"Patyah",0.241379,31248.84242,26419
0.125535,0.534237,0.59614,"Paynesville",0.340228,28617.45484,26421
0.087275,0.578255,0.749148,"Pearcedale",0.334471,35974.94239,26423
0.196429,0.607143,0.0,"Peechelba East",0.196429,35062.12441,26425
0.092308,0.653846,0.684615,"Penshurst",0.253846,29743.59953,26427
0.093897,0.605634,0.817308,"Pental Island",0.300469,31946.00755,26429
0.104478,0.597015,0.0,"Percydale",0.298507,30797.26955,26431
0.102804,0.457944,0.0,"Peterborough",0.439252,38917.65883,26433
0.091623,0.706806,0.683246,"Piangil",0.201571,31519.17175,26435
0.0978,0.625917,0.743842,"Picola",0.276284,26567.74903,26437
0.095745,0.606383,0.82199,"Pimpinio",0.297872,32302.51244,26439
0.064935,0.649351,0.0,"Pine Grove East",0.285714,25925.03598,26441
0.163636,0.587879,0.0,"Pine Lodge",0.248485,31979.96039,26443
0.063348,0.751131,0.0,"Pioneer Bay",0.18552,22518.43365,26445
0.209375,0.514062,0.689274,"Plenty - Bal",0.276562,45315.22816,26447
0.151515,0.616162,0.669643,"Point Cook - Bal",0.232323,43728.67439,26449
0.298343,0.353591,0.0,"Point Leo",0.348066,44223.06501,26451
0.270851,0.409286,0.659776,"Point Lonsdale",0.319862,36912.31879,26453
0.155779,0.477387,0.0,"Pomonal",0.366834,29012.48155,26455
0.0,0.752577,0.0,"Poolaijelo",0.247423,26030.66706,26457
0.141176,0.611765,0.0,"Pootilla",0.247059,31248.84242,26459
0.086957,0.649068,0.758621,"Poowong",0.263975,30361.54134,26461
0.266667,0.425641,0.0,"Porcupine Ridge",0.307692,25399.89861,26463
0.125275,0.536264,0.718341,"Porepunkah",0.338462,29484.55773,26465
0.091549,0.619718,0.0,"Port Albert",0.288732,26502.90013,26467
0.155556,0.552778,0.773371,"Port Campbell",0.291667,38502.67959,26469
0.202742,0.492785,0.7,"Port Fairy",0.304473,31846.37823,26471
0.132353,0.691176,0.0,"Port Franklin",0.176471,27265.73815,26473
0.0,0.741176,0.0,"Port Welshpool",0.258824,23378.57244,26475
0.11931,0.595862,0.502755,"Portarlington",0.284828,23879.99426,26477
0.100061,0.618429,0.674376,"Portland",0.28151,32782.16238,26479
0.085185,0.625926,0.707865,"Portland North",0.288889,33152.24633,26481
0.143478,0.534783,0.790393,"Portland West",0.321739,40718.1886,26483
0.043478,0.678261,0.0,"Powelltown",0.278261,25856.14615,26485
0.129707,0.564854,0.0,"Princetown",0.305439,31139.37021,26487
0.138354,0.527145,0.776014,"Puckapunyal",0.334501,53202.23104,26489
0.053846,0.676923,0.644788,"Purnim",0.269231,33739.3352,26491
0.09116,0.607735,0.0,"Pyalong",0.301105,28539.40521,26493
0.083893,0.671141,0.692308,"Pyramid Hill",0.244966,28163.09449,26495
0.060606,0.662338,0.0,"Quambatook",0.277056,24809.02066,26497
0.163569,0.509294,0.0,"Quantong",0.327138,32287.75516,26499
0.2851,0.431232,0.659058,"Queenscliff",0.283668,35013.41105,26501
0.071672,0.662116,0.589655,"Raglan",0.266212,25392.07917,26503
0.124242,0.669697,0.626506,"Rainbow",0.206061,24705.29596,26505
0.019277,0.910843,0.0,"Ravenhall",0.06988,20049.83531,26507
0.234973,0.409836,0.0,"Ravenswood",0.355191,37966.97911,26509
